symbol,smoothed_skew_bias_pct,avg_rr_long_5d,avg_rr_short_5d,long_bias,short_bias,condition,raw_aggregate_score,smooth_score_3d,normalized_score,rank_desc,rank_asc,mse_21d,confidence,deviation_from_mean_pct,regime_state,deviation_state,action
BNB,1.6781972360483175,0.4279016019058243,2.991210356679008,False,True,Bearish,-0.7990262886153474,-1.003132553038452,0.0,9.0,1.0,0.150371648581778,Reliable,-25.93729915554531,NEUTRAL,NEUTRAL,SHORT
BTC,0.989316099309745,0.3449013180905845,5.998226525313614,False,True,Bearish,0.1489917437209832,-0.0042932521548516,0.5646640633848433,4.0,6.0,0.1969628055749162,Reliable,-16.1849612554192,NEUTRAL,NEUTRAL,NO TRADE
CRV,-1.927942897735535,0.5547141417266672,2.027139023859857,False,True,Neutral,-0.4699946459030936,-0.6503278229056962,0.1994476512106831,7.0,3.0,0.3117880863310556,Moderate,-17.149340497220237,NEUTRAL,NEUTRAL,NO TRADE
ETH,0.5140518765183177,0.3783205229898557,4.914262835179716,False,True,Bearish,0.2629139673998018,0.1368646239668797,0.644463466391073,3.0,7.0,0.0996827250775934,Reliable,-6.72906492723868,NEUTRAL,NEUTRAL,NO TRADE
GOLD,0.5182342552948471,0.784676029757968,1.8695204879060137,False,True,Bearish,-0.555451540424648,-0.6836415142976819,0.1806147475282724,8.0,2.0,0.1854443894079222,Moderate,8.981735995552569,NEUTRAL,NEUTRAL,SHORT
SOL,-0.6195654641525938,1.1494928273770366,1.515093868644864,False,True,Neutral,1.1416870360222011,0.7657763711387323,1.0,1.0,9.0,0.0942717792304949,Moderate,31.56016107751397,NEUTRAL,NEUTRAL,NO TRADE
SUI,-3.105682752923411,0.8524082697847604,1.2085652194354135,False,True,Neutral,-0.0896896134331927,-0.0491788562950474,0.5392893233251906,5.0,5.0,0.1426812625971285,Moderate,-5.588191751073907,NEUTRAL,NEUTRAL,NO TRADE
UNI,-4.051331588458096,0.9703481283580996,1.0615651811325924,False,True,Neutral,0.5184057751754106,0.3397432141942927,0.7591548376960048,2.0,8.0,0.2345369757782689,Moderate,1.46064652623207,NEUTRAL,NEUTRAL,NO TRADE
VET,0.128666525019927,0.4793274208084404,3.9032522925974726,False,True,Bearish,-0.0196198373489925,-0.2020266968021201,0.4528813469630551,6.0,4.0,0.0893003756309096,Reliable,6.724657159643856,NEUTRAL,NEUTRAL,NO TRADE
