500.00,Entry date,Exit date,OPERATION,Entry price USDT,Position size,Stop-loss,Margin($),Leverage,Input Margin(usdt),Exit price($),P&L($),Duration (days),NOTE,Signal Type,Confidence Status,Skewness Value,Kurtosis,Z-score,Rank
BNB,6/24/2026,,PUT,564.5,0.49741,614.76,280.79,1,280.79,,,,,,,,,,
